브랜드,제품군,시리얼넘버,RAM,상품명,화면 크기,해상도,CPU 모델,밝기,주사율,CPU 브랜드,CPU 클럭,GPU 타입,GPU 카드,GPU 코어 수,저장 용량,배터리,무게,os,용도
LG전자,2021 울트라PC,15U50P-GR36K,8GB,LG전자 2021 울트라PC 15U50P-GR36K,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,13UD70P-GX50K,8GB,LG전자 2021 울트라PC 13UD70P-GX50K,13.3인치,1920x1080,4500U,정보없음,정보없음,AMD,2.3GHz,내장그래픽,Radeon Graphics,1,256GB,51Wh,980g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2021 울트라PC,15U50P-GR56K,32GB,LG전자 2021 울트라PC 15U50P-GR56K 32GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX30K,16GB,LG전자 2021 울트라PC 15UD50P-GX30K 16GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,128GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX50K,8GB,LG전자 2021 울트라PC 15UD50P-GX50K WIN11,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,51Wh,1.8kg,윈도우11(설치),['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR36K,16GB,LG전자 2021 울트라PC 15U50P-GR36K 16GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR5SK,16GB,LG전자 2021 울트라PC 15U50P-GR5SK 16GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,52Wh,1.8kg,윈도우11홈,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX3YK,16GB,LG전자 2021 울트라PC 15UD50P-GX3YK 16GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,512GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX3YK,8GB,LG전자 2021 울트라PC 15UD50P-GX3YK,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,512GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,13U70P-GR30K,8GB,LG전자 2021 울트라PC 13U70P-GR30K,13.3인치,1920x1080,4300U,정보없음,정보없음,AMD,2.7GHz,내장그래픽,Radeon Graphics,1,256GB,51Wh,980g,윈도우10,"['사무/인강용', '휴대용']"
LG전자,2021 울트라PC,13U70P-GA76K,16GB,LG전자 2021 울트라PC 13U70P-GA76K,13.3인치,1920x1080,4700U,정보없음,정보없음,AMD,2.0GHz,내장그래픽,Radeon Graphics,1,256GB,51Wh,980g,윈도우10,"['사무/인강용', '휴대용']"
LG전자,2021 울트라PC,14U30P-E716K,4GB,LG전자 2021 울트라PC 14U30P-E716K,14인치,1366x768,정보없음,정보없음,정보없음,인텔,1.1GHz,내장그래픽,UHD 600,1,64GB,34Wh,1.45kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,14U30P-E316K,4GB,LG전자 2021 울트라PC 14U30P-E316K,14인치,1366x768,정보없음,정보없음,정보없음,인텔,1.1GHz,내장그래픽,UHD 600,1,64GB,34Wh,1.45kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR3MK,4GB,LG전자 2021 울트라PC 15U50P-GR3MK,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,128GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX3YK,32GB,LG전자 2021 울트라PC 15UD50P-GX3YK 32GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,512GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15U50P-KA70K,8GB,LG전자 2021 울트라PC 15U50P-KA70K,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,256GB,51Wh,1.85kg,윈도우10,['그래픽작업용']
LG전자,2021 울트라PC,15U50P-G,4GB,LG전자 2021 울트라PC 15U50P-G.AR31K,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,13U70P-GR56K,8GB,LG전자 2021 울트라PC 13U70P-GR56K,13.3인치,1920x1080,4500U,정보없음,정보없음,AMD,2.3GHz,내장그래픽,Radeon Graphics,1,256GB,51Wh,980g,윈도우10,"['사무/인강용', '휴대용']"
LG전자,2021 울트라PC,15UD50P-GX50K,32GB,LG전자 2021 울트라PC 15UD50P-GX50K WIN11 32GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,51Wh,1.8kg,윈도우11(설치),['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR5SK,8GB,LG전자 2021 울트라PC 15U50P-GR5SK,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,52Wh,1.8kg,윈도우11홈,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX3WK,16GB,LG전자 2021 울트라PC 15UD50P-GX3WK 16GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15U50P-KR56K,8GB,LG전자 2021 울트라PC 15U50P-KR56K,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,51Wh,1.85kg,윈도우10,['그래픽작업용']
LG전자,2021 울트라PC,15U50P-GP50ML,8GB,LG전자 2021 울트라PC 15U50P-GP50ML,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,52Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR3WK,8GB,LG전자 2021 울트라PC 15U50P-GR3WK,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,128GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15U50P-GR3WK,16GB,LG전자 2021 울트라PC 15U50P-GR3WK 16GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,128GB,51Wh,1.8kg,윈도우10,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX30K,32GB,LG전자 2021 울트라PC 15UD50P-GX30K 32GB램,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,128GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15UD50P-GX50K,32GB,LG전자 2021 울트라PC 15UD50P-GX50K 32GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,51Wh,1.8kg,정보없음,['사무/인강용']
LG전자,2021 울트라PC,15UG50P-GP55KN,32GB,LG전자 2021 울트라PC 15UG50P-GP55KN 32GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,UHD Graphics,1,512GB,51Wh,1.8kg,윈도우10,['그래픽작업용']
LG전자,2021 울트라기어,17U70P-PA7SK,8GB,LG전자 2021 울트라기어 17U70P-PA7SK,17인치,2560x1600,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,GTX1650 Ti,1,256GB,72Wh,1.95kg,윈도우11홈,"['게임용', '그래픽작업용']"
LG전자,2021 울트라기어,17U70P-FA76K,8GB,LG전자 2021 울트라기어 17U70P-FA76K,17인치,2560x1600,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,GTX1650 Ti,1,256GB,80Wh,1.95kg,윈도우10,"['게임용', '그래픽작업용']"
LG전자,2021 울트라기어,15U70P-FA76K,16GB,LG전자 2021 울트라기어 15U70P-FA76K 16GB램,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,GTX1650 Ti,1,256GB,80Wh,1.85kg,윈도우10,"['게임용', '그래픽작업용']"
LG전자,2021 울트라기어,17U70P-FA56K,8GB,LG전자 2021 울트라기어 17U70P-FA56K,17인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,GTX1650 Ti,1,256GB,80Wh,1.95kg,윈도우10,"['게임용', '그래픽작업용']"
LG전자,2022 그램14,14ZD95P-GX56K,16GB,LG전자 2022 그램14 14ZD95P-GX56K,14인치,1920x1200,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램14,14ZD95P-GX50K,8GB,LG전자 2022 그램14 14ZD95P-GX50K,14인치,1920x1200,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램14,14ZD95P-GX50K,8GB,LG전자 2022 그램14 14ZD95P-GX50K WIN11,14인치,1920x1200,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX56K,16GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX56K,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX56K,16GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX56K WIN11,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX50K,8GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX50K,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14Z90Q-GA56K,16GB,LG전자 2022 그램14(12세대) 14Z90Q-GA56K,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX50K,8GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX50K WIN11,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14Z90Q-GA5LK,16GB,LG전자 2022 그램14(12세대) 14Z90Q-GA5LK,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX56K,16GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX56K WIN10,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX50K,8GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX50K WIN10,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX30K,8GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX30K,14인치,1920x1200,i3-1220P,정보없음,정보없음,인텔,1.5GHz,내장그래픽,UHD Graphics,1,256GB,72Wh,999g,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14Z90Q-GR50K,8GB,LG전자 2022 그램14(12세대) 14Z90Q-GR50K,14인치,1920x1200,i5-1240P,정보없음,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,72Wh,999g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램14(12세대),14ZD90Q-GX30K,8GB,LG전자 2022 그램14(12세대) 14ZD90Q-GX30K WIN11,14인치,1920x1200,i3-1220P,정보없음,정보없음,인텔,1.5GHz,내장그래픽,UHD Graphics,1,256GB,72Wh,999g,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15ZD95P-GX56K,16GB,LG전자 2022 그램15 15ZD95P-GX56K,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15Z95P-GR50K,8GB,LG전자 2022 그램15 15Z95P-GR50K,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15ZD95P-GX50K,8GB,LG전자 2022 그램15 15ZD95P-GX50K,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15ZD95P-GX5LK,16GB,LG전자 2022 그램15 15ZD95P-GX5LK,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15ZD95P-GX5BK,8GB,LG전자 2022 그램15 15ZD95P-GX5BK,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15Z95P-GA76K,16GB,LG전자 2022 그램15 15Z95P-GA76K,15.6인치,1920x1080,i7-1195G,정보없음,정보없음,인텔,2.9GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15,15ZD95P-GX56K,16GB,LG전자 2022 그램15 15ZD95P-GX56K WIN10,15.6인치,1920x1080,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.12kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD95Q-GX56K,정보없음,LG전자 2022 그램15(12세대) 15ZD95Q-GX56K,15.6인치,1920x1080,i5-1235U,350nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,정보없음,정보없음,1.14kg,정보없음,[]
LG전자,2022 그램15(12세대),15ZD95Q-GX56K,16GB,LG전자 2022 그램15(12세대) 15ZD95Q-GX56K WIN11,15.6인치,1920x1080,i5-1235U,350nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX76K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX76K,15.6인치,1920x1080,i7-1260P,350nit,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15Z90Q-GA76K,16GB,LG전자 2022 그램15(12세대) 15Z90Q-GA76K,15.6인치,1920x1080,i7-1260P,350nit,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.14kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX56K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX56K,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX76K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX76K WIN11,15.6인치,1920x1080,i7-1260P,350nit,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX30K,8GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX30K,15.6인치,1920x1080,i3-1220P,350nit,정보없음,인텔,1.5GHz,내장그래픽,UHD Graphics,1,256GB,80Wh,1.14kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15Z90Q-GA56K,16GB,LG전자 2022 그램15(12세대) 15Z90Q-GA56K,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.14kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15Z90Q-GAFWK,16GB,LG전자 2022 그램15(12세대) 15Z90Q-GAFWK,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD95Q-GX76K,16GB,LG전자 2022 그램15(12세대) 15ZD95Q-GX76K,15.6인치,1920x1080,i7-1255U,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX56K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX56K WIN11,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15Z90Q-G,16GB,LG전자 2022 그램15(12세대) 15Z90Q-G.AA5NK,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD95Q-GX56K,16GB,LG전자 2022 그램15(12세대) 15ZD95Q-GX56K WIN10,15.6인치,1920x1080,i5-1235U,350nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15Z90Q-GA5LK,16GB,LG전자 2022 그램15(12세대) 15Z90Q-GA5LK,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX76K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX76K WIN10,15.6인치,1920x1080,i7-1260P,350nit,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD95Q-GX76K,16GB,LG전자 2022 그램15(12세대) 15ZD95Q-GX76K WIN11,15.6인치,1920x1080,i7-1255U,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZB90Q-GP76ML,16GB,LG전자 2022 그램15(12세대) 15ZB90Q-GP76ML,15.6인치,1920x1080,i7-1260P,350nit,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZB90Q-GP7GL,32GB,LG전자 2022 그램15(12세대) 15ZB90Q-GP7GL,15.6인치,1920x1080,i7-1260P,정보없음,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX30K,8GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX30K WIN11,15.6인치,1920x1080,i3-1220P,350nit,정보없음,인텔,1.5GHz,내장그래픽,UHD Graphics,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램15(12세대),15ZD90Q-GX56K,16GB,LG전자 2022 그램15(12세대) 15ZD90Q-GX56K WIN10,15.6인치,1920x1080,i5-1240P,350nit,정보없음,인텔,1.7GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GA76K,16GB,LG전자 2022 그램16 16Z95P-GA76K,16인치,2560x1600,i7-1195G,정보없음,정보없음,인텔,2.9GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX56K,16GB,LG전자 2022 그램16 16ZD95P-GX56K,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX56K,16GB,LG전자 2022 그램16 16ZD95P-GX56K WIN11,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX56K,16GB,LG전자 2022 그램16 16ZD95P-GX56K WIN10,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GA56K,16GB,LG전자 2022 그램16 16Z95P-GA56K,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,512GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX5LK,16GB,LG전자 2022 그램16 16ZD95P-GX5LK,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX50K,8GB,LG전자 2022 그램16 16ZD95P-GX50K,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GR50K,8GB,LG전자 2022 그램16 16Z95P-GR50K,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GA7WK,16GB,LG전자 2022 그램16 16Z95P-GA7WK,16인치,2560x1600,i7-1195G,정보없음,정보없음,인텔,2.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GA5LK,16GB,LG전자 2022 그램16 16Z95P-GA5LK,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX5BK,8GB,LG전자 2022 그램16 16ZD95P-GX5BK,16인치,2560x1600,i5-1155G,정보없음,정보없음,인텔,2.5GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16ZD95P-GX76K,16GB,LG전자 2022 그램16 16ZD95P-GX76K,16인치,2560x1600,i7-1195G,정보없음,정보없음,인텔,2.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2022 그램16,16Z95P-GA70K,8GB,LG전자 2022 그램16 16Z95P-GA70K,16인치,2560x1600,i7-1195G,정보없음,정보없음,인텔,2.9GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.19kg,윈도우11홈,"['사무/인강용', '휴대용']"
